Date,Company,Industry,Revenue,Expenses,Profit,Assets,Liabilities,Equity,MarketCap,Dividends,EarningsPerShare,PriceEarningsRatio,Beta,Volatility,DebtToEquityRatio,EconomicIndicator,MarketSentiment,GeographicLocation,CustomerAgeGroup,CustomerIncomeGroup,GrossMargin,TotalProfit,ROI,ScenarioRevenue,NetIncome,IndustryROABenchmark,RevenueRank,EconomicGrowthRate,CustomerSatisfactionScore
2021-03-06,A,Healthcare,981567.0,327791,73423,4244142,958805,7578999,25528691,38294,4.766707826707883,10.595970343170835,2.2839965388271155,0.0579588513669941,0.12650813121891163,-1.183258512665775,0.01884425629957942,Africa,36-45,Low,653776.0,10228621,0.01729984529264101,862672.9232245795,653776.0,0.008637771379571375,1.0,0.005889431689339182,7
2021-03-07,B,Finance,559465.0,6795,34502,6255750,452181,6289485,5724653,21875,0.6156385475943438,12.850643370703066,2.326505086892188,0.1183715442034367,0.07189475767888785,-2.0392321777601006,0.9933937077059536,Africa,18-25,Medium,552670.0,9976726,0.005515245973704192,469415.7599882588,552670.0,0.008647471595630864,1.0,0.02803154742614022,8
2021-03-08,A,Healthcare,413772.0,496227,69847,1033329,33477,6949237,42025764,31216,-2.7471220998323425,13.822181135745918,1.562916409383049,0.3751758591105868,0.00481736340262967,-0.26940683444455776,0.6279405390120376,Asia,36-45,High,-82455.0,10228621,0.0675941544270992,358632.5079605113,-82455.0,0.008637771379571375,1.0,0.02239627518238998,6
2021-03-09,D,Finance,714263.0,394918,46250,7593520,864239,2386119,7103244,26892,6.668410401894512,5.242607346160566,1.9515982940445615,0.2196645794653675,0.36219442534089874,0.7175422557959623,0.23043887646202177,Africa,46-60,Low,319345.0,11945424,0.006090719455535773,835325.2632052535,319345.0,0.008647471595630864,1.0,0.027330542814659985,3
2021-03-10,C,Healthcare,807472.0,426516,33877,4047669,782658,8014937,92438819,1515,1.6647118118488675,12.951835806104413,2.28464783968471,0.0806931100333795,0.09764992538306913,1.502357052096028,-0.38749275842677666,Africa,36-45,Medium,380956.0,12271563,0.00836950847512482,911303.6141686785,380956.0,0.008637771379571375,1.0,0.0010723782240994809,1
2021-03-11,A,Healthcare,382100.0,236466,43570,9114239,370419,8810378,70960167,10722,-7.201924085651115,31.467195083388333,1.645487426344074,0.1725716881727601,0.042043485534899866,0.07409478041977519,0.24779167258327695,North America,60+,Low,145634.0,10228621,0.004780432025098311,359795.22771035257,145634.0,0.008637771379571375,1.0,0.0231149085879779,7
2021-03-12,A,Technology,216037.0,154118,64594,6485448,71581,4624060,60333204,5095,-5.931431898365915,18.41874590411423,0.9576101391253624,0.2485627129470907,0.015480119202605502,1.6286155455712918,0.05408292782330326,South America,36-45,Low,61919.0,10228621,0.009959836236448121,229502.22044444317,61919.0,0.008624016061378312,1.0,0.00812234760082473,1
2021-03-13,D,Technology,608302.0,147779,81339,4361527,571638,808433,24158728,45009,-2.3120602266587404,14.583634858930852,1.218907850141985,0.4060141140237258,0.7070938469854645,-1.3801014582148914,-0.14783323221925704,Asia,46-60,Medium,460523.0,11945424,0.018649202446757752,617371.9467374459,460523.0,0.008624016061378312,1.0,0.01602676747448638,1
2021-03-14,B,Finance,759576.0,187368,37042,9186236,449134,6404620,68792052,29500,3.579272479614908,49.50058783619978,0.981874380650011,0.4460982802816478,0.07012656488597294,-1.7033824393551547,-0.738579246519601,North America,46-60,Medium,572208.0,9976726,0.004032337074727887,813391.7358236128,572208.0,0.008647471595630864,1.0,0.025343648986363834,9
2021-03-15,D,Healthcare,895786.3900105917,319882,35747,3215482,19484,2641783,60824881,35296,7.298327546281168,7.084424079425505,2.442719622803509,0.1955003782914647,0.007375321894341814,-0.05554769889661878,0.7732084304809335,South America,46-60,Low,575904.3900105917,11945424,0.011117151332210848,961240.1229000676,575904.3900105917,0.008637771379571375,1.0,0.020910936062559133,10
2021-03-16,C,Technology,680313.0,275972,90320,1469583,174993,4614330,58195916,18600,9.614797497045064,34.09256469554575,0.8524097046321797,0.4708316110901618,0.03792381559186274,0.3840654489393073,-0.10043070235735496,North America,60+,Low,404341.0,12271563,0.06145961133192205,715344.7695950036,404341.0,0.008624016061378312,1.0,0.011484600202206811,7
2021-03-17,D,Healthcare,354116.0,81683,31426,2049396,714717,9701233,28831834,22499,-6.128966721620889,45.08418417875612,2.273199361279532,0.3828725160691733,0.07367280014818735,-0.03269474809409311,-0.6107549763584699,North America,46-60,Medium,272433.0,11945424,0.0153342740983197,320985.100888383,272433.0,0.008637771379571375,1.0,0.020062731561844183,4
2021-03-18,C,Finance,279133.0,354031,68541,2542961,788505,870422,18681989,15802,9.966299210183069,48.91863308269343,2.251006786666032,0.1154894724597077,0.9058881783778443,-2.0674421000398766,-0.26448129824542077,Africa,18-25,Low,-74898.0,12271563,0.026953225000304764,227661.5916987151,-74898.0,0.008647471595630864,1.0,0.00468464684756357,6
2021-03-19,D,Healthcare,529931.0,170616,31046,1572801,513694,9187237,90563303,35917,-5.044336868267068,39.82339463379679,2.2200105304854763,0.129369814697377,0.055913872690995126,-0.08912003951278841,-0.17174049494214594,South America,46-60,Low,359315.0,11945424,0.019739305862598002,520512.38413872017,359315.0,0.008637771379571375,1.0,0.03150267395898296,1
2021-03-20,D,Finance,186261.0,414813,71005,7064110,402138,9992061,33598730,27307,-7.33327097773042,17.46533213689124,1.285846862689627,0.0633604760054256,0.04024575110179972,-1.3044695005048532,0.6550757911337486,Asia,36-45,Medium,-228552.0,11945424,0.010051513920366472,215390.27469455008,-228552.0,0.008647471595630864,1.0,0.01794715980503749,7
2021-03-21,C,Healthcare,187809.0,101658,7381,3645591,432419,9953653,61427541,47123,-0.0541140461066689,13.72180362676864,2.316388790345735,0.4223313518059514,0.04344324641415569,0.6696725488300385,0.4672287611228041,Asia,36-45,Low,86151.0,12271563,0.0020246374319006165,193029.8842500461,86151.0,0.008637771379571375,1.0,0.03118549944255326,6
2021-03-22,C,Technology,313559.0,461074,4825,716293,509092,8047330,78313070,15503,0.8238334057504986,9.31586223749891,0.7715060591493497,0.2237319189914873,0.06326222486215925,0.36659824609684827,0.5386097872826796,South America,36-45,Low,-147515.0,12271563,0.006736070295256271,355248.6810580034,-147515.0,0.008624016061378312,1.0,0.014734683129039569,4
2021-03-23,C,Healthcare,923178.0,284443,61408,9576391,376306,9613501,44714972,26448,4.293734276367971,36.93036691553908,1.606709750856452,0.3483261680001134,0.039143492053519316,-0.9398797863273552,-0.9779374711427056,Africa,60+,High,638735.0,12271563,0.006412436584930586,1104720.711074504,638735.0,0.008637771379571375,1.0,0.01476424011593417,7
2021-03-24,D,Finance,185098.0,52195,15499,6623701,549722,1823423,35568049,47359,-2.6142880665531454,42.44811831600968,1.7826792307829304,0.2067919794244327,0.30147804431555375,-0.5138669173366935,-0.16769200364047698,Europe,36-45,Medium,132903.0,11945424,0.0023399305010899495,160192.41286143468,132903.0,0.008647471595630864,1.0,0.012358132133621535,3
2021-03-25,C,Technology,709714.0,44391,54185,9355940,796933,8347248,25523319,41959,-7.123962565609903,17.82328983463878,0.7379541439771182,0.3004815919766656,0.09547254376532241,-1.0592135218889516,-0.03731169672935275,North America,60+,High,665323.0,12271563,0.005791507854902875,764156.9101544052,665323.0,0.008624016061378312,1.0,0.028761739316930754,1
2021-03-26,D,Technology,370403.0,165775,43905,9033334,297177,8799641,23180462,41988,7.013288969153631,20.396611458865895,2.007329146178496,0.4344881463918492,0.033771491359704336,-0.06267909727317188,-0.9616154463538866,Africa,60+,High,204628.0,11945424,0.004860331744624963,396226.5450316841,204628.0,0.008624016061378312,1.0,0.012905688426715241,4
2021-03-27,C,Technology,828289.0,331005,87783,8483869,737839,8882264,74029736,8505,-8.65645005012441,48.2346702282373,1.8464938759172735,0.3978242570857592,0.08306879867565296,0.9551423205012383,-0.48037358250993156,South America,46-60,High,497284.0,12271563,0.01034704802726209,987305.7270147764,497284.0,0.008624016061378312,1.0,0.026445954324151765,3
2021-03-28,B,Technology,387985.0,149465,6919,3498628,398027,1781749,57942500,25273,-8.495327918237123,11.296086675306132,2.25865465982907,0.1183260909057362,0.22339117350423657,-0.9857260463355437,0.52057964624427,North America,18-25,Low,238520.0,9976726,0.0019776323747480442,463347.32030507084,238520.0,0.008624016061378312,1.0,0.016175476023307097,1
2021-03-29,B,Healthcare,935385.0,210728,10173,2794710,609763,1759287,89162874,39337,3.5222355280234314,14.318667471931947,2.2592272756966567,0.4377614736555621,0.34659666103370285,0.5040465155178444,-0.7257805885420019,Asia,46-60,Low,724657.0,9976726,0.0036400914585055337,1005231.5492910298,724657.0,0.008637771379571375,1.0,0.00024036700108380493,2
2021-03-30,A,Finance,302901.0,465733,78128,2876250,71217,6442623,56443575,44421,-0.9574204592070874,41.22402922086159,2.4958332078106924,0.3825989410927153,0.01105403808355696,-0.5302576183724408,0.0706202629051833,Europe,46-60,High,-162832.0,10228621,0.027163146458061713,271837.26564247947,-162832.0,0.008647471595630864,1.0,0.01429685932213534,5
2021-03-31,C,Healthcare,623852.0,357031,50368,7299169,201630,253991,90900273,5421,-5.8255747139431175,25.84469862988485,1.9829730908031449,0.4997955330453033,0.7938470260757271,-0.7928728322623442,-0.569596255965525,Asia,60+,High,266821.0,12271563,0.006900511551383452,698353.8626917802,266821.0,0.008637771379571375,1.0,0.008208917856371518,8
2021-04-01,D,Finance,231834.0,221687,97416,3278198,733141,5279121,66483343,15770,-6.813153445464235,32.75237943534846,1.344083237950892,0.1788147502489485,0.13887558174931017,-0.10703035995455783,-0.9757584507122135,South America,60+,High,10147.0,11945424,0.029716325859511842,195392.39692027273,10147.0,0.008647471595630864,1.0,0.020339027236823376,1
2021-04-02,C,Technology,98512.0,366946,97242,2996772,444678,772007,83682702,18546,-6.701031047056265,39.374534863656926,0.7102787399492898,0.3500092190018141,0.5760025491996834,-1.035242322419374,-0.517597084800917,North America,36-45,Low,-268434.0,12271563,0.03244891503257505,109572.8999410222,-268434.0,0.008624016061378312,1.0,0.008095922643255099,4
2021-04-03,C,Healthcare,823664.0,151329,20527,8736481,917869,501263,76829512,14398,-2.8726929883682857,29.27421366905675,1.7963962460414522,0.0580919398371571,1.831112609548281,-0.553649305347182,0.9517475098201076,South America,36-45,High,672335.0,12271563,0.0023495730145810423,958809.5121590068,672335.0,0.008637771379571375,1.0,0.029259751007146166,4
2021-04-04,B,Technology,397242.0,91667,98165,5892746,480649,2842685,32938581,44729,1.366354300176674,10.441827702729618,1.610558606014401,0.344614810496075,0.1690827509907007,-1.1978778925888485,0.6030742237659792,North America,46-60,High,305575.0,9976726,0.01665861722191997,378624.6013618411,305575.0,0.008624016061378312,1.0,0.01908924139646973,5
2021-04-05,A,Finance,442891.5602946886,479349,74700,8948786,624505,5685610,14675873,18514,-1.8559700656247635,18.395898703866912,2.038724901401085,0.2150748979189795,0.10983957745958657,1.9647251329163893,0.9191532886420668,Africa,26-35,Medium,-36457.43970531138,10228621,0.008347500990637165,466034.4681445339,-36457.43970531138,0.008647471595630864,1.0,0.01822404005241261,7
2021-04-06,B,Healthcare,811862.0,13085,39693,4541002,457537,7495933,22016882,18336,-0.5259023433918326,37.8501618863116,0.905898050523856,0.4425711012641304,0.06103803222360712,0.03526355197172861,-0.024291912147275108,Europe,26-35,Medium,798777.0,9976726,0.008741022355858906,789176.2155062375,798777.0,0.008637771379571375,1.0,0.026558921377875827,8
2021-04-07,B,Healthcare,96789.0,309831,46419,3613767,497176,455615,26794593,48115,-1.425716021875994,29.46698585565617,1.4763408403190414,0.1760018207374878,1.091219560374439,-0.6997255079925856,-0.780527602644993,Africa,36-45,Low,-213042.0,9976726,0.012845045073464892,94379.5367628984,-213042.0,0.008637771379571375,1.0,0.029639069340758627,6
2021-04-08,B,Technology,605078.0,250926,12993,3743828,533461,4759984,94814292,35184,-9.390443158015614,11.425336062348464,2.27258906797311,0.2264720486502935,0.11207201536811888,0.213979910734222,0.09591897794738591,Africa,26-35,Medium,354152.0,9976726,0.0034705120000170946,559181.8387359052,354152.0,0.008624016061378312,1.0,0.019799012482303483,1
2021-04-09,C,Technology,888937.0,107292,10124,6511564,950004,7116402,24890052,43816,-9.256629328260836,8.400270706769124,2.460584554957234,0.1718813023210149,0.13349498805716709,-0.11232804969082982,-0.09124533088007825,South America,36-45,Medium,781645.0,12271563,0.0015547724018377153,982143.6873657,781645.0,0.008624016061378312,1.0,0.012287997004507095,7
2021-04-10,A,Finance,611965.0,45160,89092,6443301,139082,6278719,83739237,48215,-8.246021400111381,40.36228360397331,2.3905979272595625,0.1708382477171112,0.02215133373543234,-0.22096959953322298,0.6887141654792319,Europe,60+,Medium,566805.0,10228621,0.013827074041706262,718734.9164360621,566805.0,0.008647471595630864,1.0,0.0022603038388787043,3
2021-04-11,A,Healthcare,754417.0,473960,-835,2523767,221386,8357679,63327517,48539,-2.1095155515975854,17.764476526313103,2.031483954777139,0.2774185366879041,0.026488933111692852,0.6141667000434252,-0.8038348384315108,North America,46-60,Low,280457.0,10228621,-0.0003308546311921822,887420.9763884338,280457.0,0.008637771379571375,1.0,0.0131395024296482,6
2021-04-12,C,Healthcare,543814.0,260246,16877,9266775,100505,8880861,44567660,36300,-5.773567667357735,24.860455278360032,0.7815663927920518,0.1607884752003923,0.01131703333719557,0.7575077100473051,-0.023517725956443636,North America,18-25,Medium,283568.0,12271563,0.0018212377013578078,473070.60386119096,283568.0,0.008637771379571375,1.0,0.013827877533520385,8
2021-04-13,C,Healthcare,479879.0,199000,86400,4584598,446177,7465071,44369548,8167,9.304833850156026,29.24562408978363,1.7356055831869257,0.4827518486584496,0.05976862108880143,-0.5305011476105275,-0.6999026706120315,Asia,46-60,Low,280879.0,12271563,0.01884570904580947,551811.6431414173,280879.0,0.008637771379571375,1.0,0.021070574529922968,7
2021-04-14,A,Finance,635514.0,359456,11191,4628211,406349,4923238,11096173,33577,-7.593791657874112,11.509867198314629,0.7477720893503088,0.2729594248449354,0.08253694011949046,-0.57581824064468,-0.35064814621988005,North America,36-45,High,276058.0,10228621,0.0024179969322919805,695870.4020268464,276058.0,0.008647471595630864,1.0,0.01654853118861973,10
2021-04-15,B,Healthcare,981511.0,43466,98115,4751549,318315,3724013,69701344,39400,2.386631361834437,42.50363966862345,2.410621046505785,0.3044773290647781,0.085476339636838,-0.275051697151644,0.4747141547755993,South America,36-45,Medium,938045.0,9976726,0.02064905570793861,884473.8759955707,938045.0,0.008637771379571375,1.0,0.02687932972051428,6
2021-04-16,C,Finance,880713.0,336756,75987,3075577,827880,9484847,3232431,25886,4.67857756334036,30.272635417895625,0.5456901209860061,0.353638804546304,0.08728448650779501,-2.301921164735585,-0.04796374126246694,Africa,46-60,Low,543957.0,12271563,0.024706583512622185,728273.7733199784,543957.0,0.008647471595630864,1.0,0.013870167287293105,9
2021-04-17,B,Finance,208442.0,23295,62628,7795131,98950,8631270,16503564,31682,7.3577524219046495,49.57593131202078,2.275837565722296,0.280585959072492,0.011464129844159666,-1.5151910621985523,-0.24822342970846134,Africa,36-45,Medium,185147.0,9976726,0.008034245992787035,189098.35452156543,185147.0,0.008647471595630864,1.0,0.01942958833147058,9
2021-04-18,A,Healthcare,252112.0,337390,3532,3747002,193967,7170716,74142580,25916,-9.397981210674082,30.824073651403488,1.4220568786579504,0.1166796852180823,0.027049878980007016,1.3668742674445247,-0.21104744285992938,Africa,26-35,High,-85278.0,10228621,0.0009426202601439765,293681.0571965856,-85278.0,0.008637771379571375,1.0,0.031839874431968895,1
2021-04-19,B,Finance,995378.0,220466,-6560,5682100,329605,2748368,82574772,14092,-0.7739885265575488,35.59906718568205,0.7252377487369281,0.3417795751534316,0.11992753517723972,1.6449677135012837,-0.08110646318802672,Europe,26-35,Low,774912.0,9976726,-0.0011545027366642615,1048403.2492241615,774912.0,0.008647471595630864,1.0,0.023418252139549664,1
2021-04-20,D,Healthcare,388112.0,338159,57113,3092117,748844,6751546,5314164,3272,6.549105836776697,43.31247694233946,1.1980872022544555,0.3606288180055521,0.11091444833524056,-0.24903603955637832,0.5700330876741138,North America,36-45,Low,49953.0,11945424,0.018470517124675425,422429.58662015793,49953.0,0.008637771379571375,1.0,0.019399624583114356,1
2021-04-21,C,Healthcare,598892.0,16446,6282,1644125,874665,9009072,87687891,33712,6.651519695250432,47.2640235317364,0.7258155995788784,0.0785248162625916,0.09708713616674393,0.5765569630557664,0.7841693778804688,South America,36-45,Low,582446.0,12271563,0.0038208773663802936,540716.1943441714,582446.0,0.008637771379571375,1.0,0.01398055558064823,8
2021-04-22,C,Technology,172408.0,498138,73340,1807275,622553,629294,16749291,37776,-6.285814564003578,16.37038913421774,1.4577113813261178,0.0552554287724317,0.9892879957539719,0.3112501545435361,0.9106693730078566,Europe,26-35,High,-325730.0,12271563,0.04058043186565409,187537.70925053742,-325730.0,0.008624016061378312,1.0,0.01366768603285023,10
2021-04-23,D,Finance,289999.0,494569,18218,7892213,670447,1299043,36306405,21034,-7.661442757867054,41.51085852795096,2.040284286493537,0.3676861266578619,0.5161083967197391,3.0788808084552377,0.5738067725105902,Asia,36-45,High,-204570.0,11945424,0.0023083512824603187,235261.28347963668,-204570.0,0.008647471595630864,1.0,0.011493867470480522,7
2021-04-24,D,Healthcare,237785.0,172979,4231,2235447,48755,8925446,39736169,40810,7.400973602536986,24.36041962603544,2.1975122135868865,0.1167297676679432,0.005462472127443267,1.1195749114345768,-0.36918620850397454,South America,36-45,High,64806.0,11945424,0.0018926863396895564,225926.31448185444,64806.0,0.008637771379571375,1.0,0.014589931342171007,3
2021-04-25,B,Finance,482220.0,355987,13947,6618281,611464,3372206,50608743,36684,1.9430863477944376,13.98407725310176,0.6355094347224222,0.33263956241593,0.1813246284479655,-0.12791759148076653,0.3762694121730843,South America,46-60,Low,126233.0,9976726,0.0021073447924015313,506669.19989363314,126233.0,0.008647471595630864,1.0,0.027556658387443145,2
2021-04-26,A,Technology,148786.0,302273,71669,1224893,364646,8877511,75170260,49174,3.5446781574579784,9.223910768917271,2.0997637583023687,0.1297567687639581,0.04107525183579046,-0.9555404406004258,-0.12479375188921615,South America,18-25,High,-153487.0,10228621,0.058510416828245405,127723.64944025235,-153487.0,0.008624016061378312,1.0,0.017781117287077312,4
2021-04-27,B,Technology,523180.0,427068,69282,3195525,152992,9307051,94242955,12231,-1.732908005661331,38.650632315158624,1.1320772753413533,0.3540605775951704,0.01643828963653471,-1.6064463202575725,-0.49065875590789765,Africa,26-35,Medium,96112.0,9976726,0.021680944445748352,590775.6040316588,96112.0,0.008624016061378312,1.0,0.0065022693061876895,3
2021-04-28,D,Finance,369231.0,445956,56877,3530115,947061,2768314,11999102,37710,3.5618318096591306,40.890272414788136,2.1135147989117344,0.4101768480075564,0.3421075065906541,0.2034636358672231,0.6817431588518452,South America,46-60,High,-76725.0,11945424,0.01611193969601557,330097.1365966494,-76725.0,0.008647471595630864,1.0,0.03768169293059784,7
2021-04-29,D,Technology,79878.0,24172,49859,1663777,794844,7016725,2798080,41604,-3.784855625191657,25.330094317192483,0.9467815864789896,0.0604683988914066,0.11327848818358992,-0.7563507452843033,-0.92314730207535,North America,18-25,Low,55706.0,11945424,0.02996735740426752,84743.56429188474,55706.0,0.008624016061378312,1.0,0.02319965191145163,10
2021-04-30,D,Finance,919373.0,338538,89443,6594798,94341,6755218,44945432,36807,-9.849376674998108,11.594276155340133,2.020255707978984,0.4171722361141181,0.013965648480922452,-1.4222537095976742,0.803523984270847,South America,36-45,Medium,580835.0,11945424,0.013562659538624232,884509.3250243635,580835.0,0.008647471595630864,1.0,0.005930565994868306,8
2021-05-01,B,Finance,186271.0,124442,93480,1590181,875738,1383525,92270997,47391,-0.3221379461541467,26.36442327267428,0.6153932888601024,0.4019790046901977,0.6329759129759129,-0.6465728842425266,-0.07704507075053169,Africa,36-45,High,61829.0,9976726,0.058785760866215855,193427.05462928672,61829.0,0.008647471595630864,1.0,0.015581510727591761,6
2021-05-02,C,Healthcare,21665.0,309159,-2732,5554790,595143,1277032,91558251,19158,5.19552138532088,8.413583637585893,2.2005465568835074,0.3297231590555145,0.4660360899335334,-1.081548003614395,0.27440295361656086,South America,46-60,Medium,-287494.0,12271563,-0.0004918277738672389,18263.16648908212,-287494.0,0.008637771379571375,1.0,0.02110886382828418,3
2021-05-03,C,Finance,463799.0,496353,67628,8938434,794316,5995426,3123424,37200,3.454825461452984,38.72207601059298,0.8567991160117625,0.4277337883738184,0.13248699925576599,1.6871416350725648,0.3187078444115654,Asia,36-45,Medium,-32554.0,12271563,0.007565978559555287,374176.85587633663,-32554.0,0.008647471595630864,1.0,0.03704592093297377,6
2021-05-04,C,Technology,967698.0,358240,40341,8783031,481928,8862420,95467098,41012,8.638998839027074,19.06547661700513,0.985982419529866,0.4596469448976248,0.05437882655076153,0.8816397569494505,0.7902354814130728,Asia,60+,Low,609458.0,12271563,0.00459306132472947,1126231.8708988251,609458.0,0.008624016061378312,1.0,0.008918875417411307,2
2021-05-05,A,Healthcare,223424.0,432843,45634,9763460,783976,9680732,50374950,36713,3.2127577902441296,33.386102791028094,1.9062234664919315,0.2518792934351215,0.0809831322672707,-0.007972641316617372,0.27333936433441464,Africa,46-60,Medium,-209419.0,10228621,0.00467395779774793,202835.92603151963,-209419.0,0.008637771379571375,1.0,0.029760407193559466,7
2021-05-06,A,Finance,551000.0,89859,-9200,4429934,913418,3161506,25495154,26237,-0.4019036351782716,6.387088964257335,2.212306322247981,0.2076594311299507,0.2889186356122683,1.4799441388900259,0.22786716952012354,North America,18-25,Medium,461141.0,10228621,-0.0020767803764119284,621456.8114128131,461141.0,0.008647471595630864,1.0,0.03399486426972343,10
2021-05-07,B,Healthcare,86378.0,310981,99546,2417515,899725,7097076,26441982,2572,-9.017852555693558,46.81093072593769,2.1350587673695047,0.1192373804565611,0.12677404046398827,0.0773683076476183,-0.8666959188786201,North America,46-60,Low,-224603.0,9976726,0.041176993731166095,103631.15210167508,-224603.0,0.008637771379571375,1.0,0.013713456949254299,7
2021-05-08,A,Technology,88364.0,41944,17747,8639968,629810,3726889,11531755,7670,5.562284891480678,22.600951117711134,1.781217435227017,0.315663823543382,0.16899081244437383,-0.8612842013282637,0.03681604389040816,Europe,26-35,Low,46420.0,10228621,0.0020540585335501243,78164.36467272631,46420.0,0.008624016061378312,1.0,0.017224863811397664,4
2021-05-09,B,Healthcare,544371.0,298453,-8945,2157963,252740,568573,1218309,33540,-5.223492120799866,37.88060834513991,1.2036837465411092,0.0978590316499576,0.4445163593768962,1.5231240772696573,-0.6996619983659167,Africa,46-60,Low,245918.0,9976726,-0.004145112775334888,493237.3046194898,245918.0,0.008637771379571375,1.0,0.009636907526262298,8
2021-05-10,C,Healthcare,393167.0,156041,46007,9609084,663161,5022395,35619943,18379,4.947838134129581,11.47169784309088,1.0832169062861918,0.273412874739777,0.13204078930470423,0.5389100436846587,0.47486753744297117,South America,36-45,Medium,237126.0,12271563,0.004787865315778278,418779.4376499834,237126.0,0.008637771379571375,1.0,0.01796538858919695,4
2021-05-11,B,Technology,900022.0,295379,-3678,5708507,310698,9781923,72646334,14574,-2.673904235569222,9.036331192697144,1.0025951150994823,0.4572739850917667,0.03176246633714046,-1.0372461543264564,0.02444384162534896,Africa,36-45,Medium,604643.0,9976726,-0.0006443015660662236,1067587.6044042083,604643.0,0.008624016061378312,1.0,0.01963410025657069,7
2021-05-12,A,Finance,756964.0,313282,99296,7443233,544148,8655845,91376889,44506,7.7741944964311855,22.60131352162152,1.8042467325191427,0.1645756743851824,0.06286480407169953,-0.1903386780836082,0.3604555584167066,Europe,60+,Medium,443682.0,10228621,0.01334043956436672,882866.5969055434,443682.0,0.008647471595630864,1.0,0.026596499980823706,4
2021-05-13,B,Finance,815538.0,35258,53210,2311688,497237,3440883,61689093,37328,5.477185220550076,39.3203555514818,0.9562453834164092,0.2353762025481354,0.14450854620747058,-0.8756182533847572,-0.9166541987952315,Africa,60+,Low,780280.0,9976726,0.023017812092289272,816476.0383532988,780280.0,0.008647471595630864,1.0,0.030901834710204468,5
2021-05-14,A,Healthcare,116986.0,284800,46523,4974257,120569,3668687,52289190,33245,5.679110023108295,48.66839763021624,1.0883764541253866,0.4194966310896952,0.0328643462906484,-1.382799730964336,-0.8304159679083936,Africa,60+,High,-167814.0,10228621,0.009352753587118639,130795.50860466858,-167814.0,0.008637771379571375,1.0,0.01251903935378353,7
2021-05-15,C,Healthcare,235538.0,33385,15849,1858277,200928,8402238,67936038,48731,-9.552120161601474,29.77128832903617,1.5760628650127269,0.265355759725822,0.023913628726060843,0.9261775475316414,0.4326467761253645,Europe,18-25,Medium,202153.0,12271563,0.008528868408746382,201219.72269897783,202153.0,0.008637771379571375,1.0,0.00032674935774005404,10
2021-05-16,A,Healthcare,999535.0,227423,61092,8432667,138662,5084235,9191889,42449,6.938290745453045,45.77233942478828,2.094832552625133,0.2548671939891119,0.027272932899443082,1.9094166404701305,-0.8558313280026533,North America,60+,High,772112.0,10228621,0.007244683087806029,1190421.470179343,772112.0,0.008637771379571375,1.0,0.019787552207237578,3
2021-05-17,B,Technology,416559.0,410509,-3231,204669,499775,8368871,31715549,24176,-3.4878625713045297,21.839355337583807,2.462064345252456,0.0897048311740249,0.059718329987402126,-1.3985675738191412,-0.8574865444694828,South America,18-25,Low,6050.0,9976726,-0.015786464975155005,493931.20752671856,6050.0,0.008624016061378312,1.0,0.022935375299686405,10
2021-05-18,C,Finance,389016.0,45253,86591,6797920,588323,7763048,73063780,5408,-7.9215243538137,30.096938805701427,1.9175175788143173,0.1211589100674168,0.07578505246908174,0.5629692366905709,-0.9757830495302251,Europe,60+,Medium,343763.0,12271563,0.01273786687692706,336690.07371132943,343763.0,0.008647471595630864,1.0,0.022494176876850416,5
2021-05-19,A,Healthcare,769632.0,163379,69064,7180633,413409,8322139,29220304,26819,0.0801783053963376,23.179093035401777,2.0974845406729195,0.4404726786164797,0.04967581050977399,-0.6506425691218269,0.9130027965989602,Asia,18-25,High,606253.0,10228621,0.009618093558047042,707883.8473553858,606253.0,0.008637771379571375,1.0,0.01673326752490956,3
2021-05-20,C,Technology,495139.0,254079,48913,1787891,903425,7374852,7806537,36721,2.920119874031922,22.267920064633845,1.1088473594678532,0.4683843890593351,0.12250076340515037,-0.48712538376469605,0.4750167189180139,North America,46-60,Medium,241060.0,12271563,0.027357931775482958,415947.4581242013,241060.0,0.008624016061378312,1.0,0.021247520996639346,5
2021-05-21,A,Technology,892387.0,53352,79672,5147896,317135,8543916,28851064,20278,-9.468402107618203,36.78113786244408,1.6328194480449822,0.08873160840409,0.03711822541326483,-0.5923939242388692,-0.2934971829958717,Asia,46-60,Medium,839035.0,10228621,0.015476614135172893,810900.5011711799,839035.0,0.008624016061378312,1.0,0.03515444808352248,3
2021-05-22,B,Healthcare,15513.0,77915,32208,7171778,735426,3574712,26199382,39537,7.634185549045977,43.13503433997846,1.1737511899825273,0.3561063258426738,0.2057301399385461,-0.863990769679816,-0.40692883742468955,North America,36-45,Medium,-62402.0,9976726,0.004490936557155004,17473.56886447924,-62402.0,0.008637771379571375,1.0,0.023817341689625092,10
2021-05-23,A,Finance,955371.0,66581,52362,1203853,635605,7606054,45065467,17440,7.816866546738069,48.71871398541292,2.169226246590523,0.3349299290305643,0.08356567018851037,0.04852162794482699,-0.3005935405083009,South America,18-25,High,888790.0,10228621,0.04349534370060132,908869.5039732325,888790.0,0.008647471595630864,1.0,0.016266315749969156,7
2021-05-24,B,Finance,375633.0,445743,76065,1975361,447368,236557,55098956,10207,5.877514106942549,22.53784449847788,1.2292767486179217,0.494441519680243,1.8911636518893966,-0.8309501164110378,0.5493070623623637,South America,26-35,Low,-70110.0,9976726,0.03850688557686418,313788.32718409534,-70110.0,0.008647471595630864,1.0,0.014998021829040042,1
